Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:214565,fexofenadine/pseudoephedrine,214565,,ANTIHISTAMINE/DECONGESTANT,24 HR fexofenadine hydrochloride 180 MG / pseudoephedrine hydrochloride 240 MG Extended Release Oral Tablet [Allegra-D]
RXNORM:214582,glatiramer,214582,,"MUSCULOSKELETAL AGENTS,OTHER",1 ML glatiramer acetate 40 MG/ML Prefilled Syringe [Glatopa]
RXNORM:214597,guaifenesin/phenylephrine,214597,,DECONGESTANT/EXPECTORANT,guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution
RXNORM:214598,guaifenesin/phenylpropanolamine,214598,,,
RXNORM:214599,guaifenesin/pseudoephedrine,214599,,DECONGESTANT/EXPECTORANT,12 HR guaifenesin 780 MG / pseudoephedrine hydrochloride 80 MG Extended Release Oral Tablet
RXNORM:214614,homatropine/hydrocodone,214614,,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet [Tussigon]
RXNORM:214615,hydralazine/hydrochlorothiazide,214615,,,
RXNORM:214616,hydralazine/hydrochlorothiazide/reserpine,214616,,,
RXNORM:214617,hydrochlorothiazide/irbesartan,214617,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide]
RXNORM:214618,hydrochlorothiazide/lisinopril,214618,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Zestoretic]
RXNORM:214619,hydrochlorothiazide/losartan,214619,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet [Hyzaar]
RXNORM:214620,hydrochlorothiazide/methyldopa,214620,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 15 MG / methyldopa 250 MG Oral Tablet
RXNORM:214621,hydrochlorothiazide/metoprolol,214621,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT]
RXNORM:214622,hydrochlorothiazide/moexipril,214622,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet [Uniretic]
RXNORM:214623,hydrochlorothiazide/propranolol,214623,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 25 MG / propranolol hydrochloride 80 MG Oral Tablet
RXNORM:214626,hydrochlorothiazide/valsartan,214626,,ANTIHYPERTENSIVE COMBINATIONS,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT]
RXNORM:214627,hydrocodone/ibuprofen,214627,,OPIOID ANALGESICS,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Ibudone]
RXNORM:214662,isoniazid/pyrazinamide/rifampin,214662,Combinations of drugs for treatment of tuberculosis,ANTITUBERCULARS,isoniazid 50 MG / pyrazinamide 300 MG / rifampin 120 MG Oral Tablet [Rifater]
RXNORM:214665,kaolin/pectin,214665,,,
RXNORM:214671,lamivudine/zidovudine,214671,"Antivirals for treatment of HIV infections, combinations",ANTIVIRALS,lamivudine 30 MG / zidovudine 60 MG Oral Tablet
RXNORM:214681,loperamide/simethicone,214681,,ANTIDIARRHEAL AGENTS,loperamide hydrochloride 2 MG / simethicone 125 MG Oral Tablet
RXNORM:214682,loratadine/pseudoephedrine,214682,,ANTIHISTAMINE/DECONGESTANT,24 HR loratadine 10 MG / pseudoephedrine sulfate 240 MG Extended Release Oral Tablet [Allerclear]
RXNORM:214685,magaldrate/simethicone,214685,,"ANTACIDS,OTHER",magaldrate 108 MG/ML / simethicone 8 MG/ML Oral Suspension
RXNORM:214687,magnesium hydroxide/mineral oil,214687,,,
RXNORM:214721,naloxone/pentazocine,214721,,OPIOID ANALGESICS,naloxone 0.5 MG / pentazocine 50 MG Oral Tablet
RXNORM:214769,phenylephrine/promethazine,214769,,ANTIHISTAMINE/DECONGESTANT,phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution
RXNORM:214792,potassium chloride/sodium chloride,214792,,"ELECTROLYTES/MINERALS,OTHER|IV SOLUTIONS WITH ELECTROLYTES",potassium chloride 0.4 MEQ / sodium chloride 7.69 MEQ Oral Tablet [Thermotabs]
RXNORM:214807,pseudoephedrine/triprolidine,214807,,ANTIHISTAMINE/DECONGESTANT,pseudoephedrine hydrochloride 60 MG / triprolidine hydrochloride 2.5 MG Oral Tablet [Wal-Act]
RXNORM:214837,phenylbutyrate sodium,214837,Various alimentary tract and metabolism products,"ANTIDOTES/DETERRENTS,OTHER",sodium phenylbutyrate 0.94 MG/MG Oral Powder [Buphenyl]
RXNORM:214866,trandolapril/verapamil,214866,ACE inhibitors and calcium channel blockers,ANTIHYPERTENSIVE COMBINATIONS,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]
RXNORM:214970,acetic acid/aluminum acetate,214970,,,
RXNORM:214978,acidophilus,214978,,,
RXNORM:215247,ammonium lactate,215247,,"KERATOLYTICS/CAUSTICS,TOPICAL|DERMATOLOGICALS,TOPICAL OTHER|EMOLLIENTS",ammonium lactate 120 MG/ML Topical Lotion [Geri-Hydrolac]
RXNORM:215598,belladonna/ergotamine/phenobarbital,215598,,,
RXNORM:215648,benzoin compound,215648,,"DERMATOLOGICALS,TOPICAL OTHER",compound benzoin tincture (USP) 300 MG/ML Topical Spray
RXNORM:21579,cupric sulfate,21579,Antidotes,,
RXNORM:215830,calcium carbonate/vitamin d,215830,,,
RXNORM:215831,calcium citrate/vitamin d,215831,,,
RXNORM:215858,camphor/phenol,215858,,,
RXNORM:216525,dexamethasone/neomycin/polymyxin b,216525,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension
RXNORM:216544,dextrose/potassium chloride,216544,,IV SOLUTIONS WITH ELECTROLYTES,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML Injection
RXNORM:216554,dextrose/potassium chloride/sodium chloride,216554,,IV SOLUTIONS WITH ELECTROLYTES,1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 2.25 MG/ML Injection
RXNORM:2167673,botulinum toxin type b,2167673,,"MUSCULOSKELETAL AGENTS,OTHER",1 ML rimabotulinumtoxinB 5000 UNT/ML Injection [Myobloc]
RXNORM:2176,cefaclor,2176,Second-generation cephalosporins,CEPHALOSPORIN 2ND GENERATION,cefaclor 50 MG/ML Oral Suspension
RXNORM:217626,hydrocortisone/iodoquinol,217626,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML Topical Cream [Dermazene]
RXNORM:217627,hydrocortisone/neomycin/polymyxin b,217627,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC",hydrocortisone 5 MG/ML / neomycin 5 MG/ML / polymyxin B 10000 UNT/ML Topical Cream
RXNORM:21766,crotamiton,21766,,"ANTIPARASITICS,OTHER",crotamiton 100 MG/ML Topical Cream
RXNORM:2177,cefadroxil,2177,First-generation cephalosporins,CEPHALOSPORIN 1ST GENERATION,cefadroxil 500 MG Oral Capsule
RXNORM:2180,cefazolin,2180,First-generation cephalosporins,CEPHALOSPORIN 1ST GENERATION,cefazolin 200 MG/ML Injectable Solution
RXNORM:21833,cupric chloride,21833,,"ELECTROLYTES/MINERALS,OTHER",cupric chloride 1.07 MG/ML Injectable Solution
RXNORM:2186,cefotaxime,2186,Third-generation cephalosporins,CEPHALOSPORIN 3RD GENERATION,cefotaxime 500 MG Injection
RXNORM:2187,cefotetan,2187,Second-generation cephalosporins,CEPHALOSPORIN 2ND GENERATION,cefotetan 2000 MG Injection [Cefotan]
RXNORM:2189,cefoxitin,2189,Second-generation cephalosporins,CEPHALOSPORIN 2ND GENERATION,cefoxitin 200 MG/ML Injectable Solution
RXNORM:2191,ceftazidime,2191,Third-generation cephalosporins,CEPHALOSPORIN 3RD GENERATION,ceftazidime 200 MG/ML Injectable Solution
RXNORM:2192,ceftizoxime,2192,Third-generation cephalosporins,,
RXNORM:219228,acetaminophen/phenyltoloxamine,219228,,"COLD REMEDIES,OTHER",acetaminophen 500 MG / phenyltoloxamine citrate 50 MG Oral Tablet
RXNORM:2193,ceftriaxone,2193,Third-generation cephalosporins,CEPHALOSPORIN 3RD GENERATION,ceftriaxone 250 MG Injection
RXNORM:219314,polymyxin b/trimethoprim,219314,,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER",polymyxin B 10000 UNT/ML / trimethoprim 1 MG/ML Ophthalmic Solution
RXNORM:2194,cefuroxime,2194,Second-generation cephalosporins|Antibiotics,CEPHALOSPORIN 2ND GENERATION,cefuroxime 50 MG/ML Oral Suspension [Ceftin]
RXNORM:21949,cyclobenzaprine,21949,Other centrally acting agents,SKELETAL MUSCLE RELAXANTS,24 HR cyclobenzaprine hydrochloride 15 MG Extended Release Oral Capsule [Amrix]
RXNORM:220982,yohimbine,220982,Drugs used in erectile dysfunction,"GENITO-URINARY AGENTS,OTHER",yohimbine 5.4 MG Oral Tablet [Yocon]
RXNORM:221050,"bacillus calmette-guerin,tice vaccine",221050,,"ANTINEOPLASTIC,OTHER","BCG, live, Tice strain 50 MG/ML Topical Suspension [Tice BCG]"
RXNORM:221082,oatmeal,221082,,"ANTIACNE AGENTS,TOPICAL|EMOLLIENTS",colloidal oatmeal 0.51 MG/MG / salicylic acid 0.02 MG/MG Medicated Bar Soap
RXNORM:221147,polyethylene glycol 3350,221147,,"HYPEROSMOTIC LAXATIVES|LAXATIVES,OTHER",polyethylene glycol 3350 17000 MG Powder for Oral Solution [Glycolax]
RXNORM:22178,cytomegalovirus immune globulin,22178,Specific immunoglobulins,,
RXNORM:2221,cellulose,2221,,,
RXNORM:2222,"cellulose,oxidized",2222,,,
RXNORM:22299,daptomycin,22299,Other antibacterials,"ANTI-INFECTIVES,OTHER",daptomycin 500 MG Injection [Cubicin]
RXNORM:2231,cephalexin,2231,First-generation cephalosporins,CEPHALOSPORIN 1ST GENERATION,cephalexin 333 MG Oral Capsule
RXNORM:2236,cephalothin,2236,First-generation cephalosporins,,
RXNORM:2238,cephapirin,2238,First-generation cephalosporins,,
RXNORM:2239,cephradine,2239,First-generation cephalosporins,,
RXNORM:224905,trastuzumab,224905,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",trastuzumab 22 MG/ML Injectable Solution [Herceptin]
RXNORM:225852,calcium folinate,225852,Detoxifying agents for antineoplastic treatment,,
RXNORM:226716,aspirin/dipyridamole,226716,,PLATELET AGGREGATION INHIBITORS,12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule
RXNORM:22697,dexchlorpheniramine,22697,Substituted alkylamines,"ANTIHISTAMINES,ALKYLAMINE",dexchlorpheniramine maleate 6 MG Extended Release Oral Tablet
RXNORM:22701,dexpanthenol,22701,Other ophthalmologicals|Other cicatrizants|Other plain vitamin preparations,MULTIVITAMINS,dexpanthenol 2 MG/ML / niacinamide 100 MG/ML / riboflavin 2 MG/ML / thiamine 100 MG/ML / vitamin B6 2 MG/ML Injectable Solution
RXNORM:227312,indigo carmine,227312,Tests for renal function and ureteral injuries,,
RXNORM:227518,follitropin,227518,,GONADOTROPINS,follicle stimulating hormone 75 UNT / luteinizing hormone 75 UNT Injection [Menopur]
RXNORM:228041,echinacea,228041,,,
RXNORM:228476,gatifloxacin,228476,Fluoroquinolones,"ANTIBACTERIALS,TOPICAL OPHTHALMIC",gatifloxacin 5 MG/ML Ophthalmic Solution [Zymaxid]
RXNORM:228530,rapacuronium bromide,228530,,,
RXNORM:228656,amprenavir,228656,Protease inhibitors,,
RXNORM:2287,cetylpyridinium chloride,2287,,"ANESTHETICS,MUCOSAL|MOUTHWASHES",benzocaine / cetylpyridinium Oral Lozenge
RXNORM:228783,frovatriptan,228783,Selective serotonin (5HT1) agonists,ANTIMIGRAINE AGENTS,frovatriptan 2.5 MG Oral Tablet [Frova]
RXNORM:228790,dutasteride,228790,Testosterone-5-alpha reductase inhibitors,"GENITO-URINARY AGENTS,OTHER|HORMONES/SYNTHETICS/MODIFIERS,OTHER",dutasteride 0.5 MG / tamsulosin hydrochloride 0.4 MG Oral Capsule [Jalyn]
RXNORM:228833,gadoversetamide,228833,Paramagnetic contrast media,,
RXNORM:229367,quinupristin,229367,,"ANTI-INFECTIVES,OTHER",dalfopristin 350 MG / quinupristin 150 MG Injection [Synercid]
RXNORM:229369,dalfopristin,229369,,"ANTI-INFECTIVES,OTHER",dalfopristin 350 MG / quinupristin 150 MG Injection [Synercid]
RXNORM:2296,charcoal,2296,,,
RXNORM:23043,difluprednate,23043,"Corticosteroids, potent (group III)","ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",difluprednate 0.5 MG/ML Ophthalmic Suspension [Durezol]
RXNORM:23066,dihematoporphyrin ether,23066,,"ANTINEOPLASTIC,OTHER",porfimer sodium 75 MG Injection [Photofrin]
RXNORM:231049,eletriptan,231049,Selective serotonin (5HT1) agonists,ANTIMIGRAINE AGENTS,eletriptan 40 MG Oral Tablet [Relpax]
RXNORM:232158,rofecoxib,232158,Coxibs,,
RXNORM:23247,methylsulfonylmethane,23247,,HERBS/ALTERNATIVE THERAPIES,glucosamine / methylsulfonylmethane Pill
RXNORM:232540,red yeast rice,232540,,HERBS/ALTERNATIVE THERAPIES,red yeast rice Pill
RXNORM:233272,bexarotene,233272,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",bexarotene 0.01 MG/MG Topical Gel [Targretin]
RXNORM:233603,clevidipine,233603,Dihydropyridine derivatives,,
RXNORM:233698,dronedarone,233698,"Antiarrhythmics, class III",ANTIARRHYTHMICS,dronedarone 400 MG Oral Tablet [Multaq]
RXNORM:23410,dipivefrin,23410,Sympathomimetics in glaucoma therapy,,
RXNORM:2344,chloral hydrate,2344,Aldehydes and derivatives,,
RXNORM:2346,chlorambucil,2346,Nitrogen mustard analogues,"ANTINEOPLASTICS,ALKYLATING AGENTS",chlorambucil 2 MG Oral Tablet
RXNORM:2348,chloramphenicol,2348,Antiinfectives|Antiinfectives for treatment of acne|Other antibiotics for topical use|Antibiotics|Amphenicols,CHLORAMPHENICOL,chloramphenicol 100 MG/ML Injectable Solution
RXNORM:2353,clorazepate,2353,,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,clorazepate dipotassium 22.5 MG Oral Tablet
RXNORM:235355,thiamine hcl,235355,,MULTIVITAMINS|THIAMINE,thiamine hydrochloride 100 MG/ML Injectable Solution
RXNORM:235494,potassium citrate/sodium citrate,235494,,,
RXNORM:2356,chlordiazepoxide,2356,Benzodiazepine derivatives,"BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS|ANTIMUSCARINIC/ANTIPASMODIC COMBINATIONS|CNS MEDICATIONS,OTHER",chlordiazepoxide hydrochloride 5 MG Oral Capsule
RXNORM:235988,venlafaxine hcl,235988,,,
RXNORM:236216,formoterol fumarate,236216,,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION|ANTIASTHMA,OTHER",120 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler [Breztri]
RXNORM:236344,saw palmetto,236344,,,
RXNORM:236381,poractant alfa,236381,,"RESPIRATORY AGENTS,OTHER",poractant alfa 80 MG/ML Intratracheal Suspension [Curosurf]
RXNORM:236665,black cohosh,236665,,,
RXNORM:236778,trospium,236778,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",24 HR trospium chloride 60 MG Extended Release Oral Capsule
RXNORM:236782,saccharomyces boulardii,236782,Antidiarrheal microorganisms,HERBS/ALTERNATIVE THERAPIES,Saccharomyces boulardii Pill
RXNORM:236809,ginkgo,236809,,,
RXNORM:237027,loteprednol,237027,"Corticosteroids, plain",,
RXNORM:237057,lepirudin,237057,Direct thrombin inhibitors,,
RXNORM:237115,grape seed,237115,,,
RXNORM:237125,sevelamer hcl,237125,,"GENITO-URINARY AGENTS,OTHER",sevelamer hydrochloride 800 MG Oral Tablet [RenaGel]
RXNORM:237159,levalbuterol,237159,,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",levalbuterol 0.417 MG/ML Inhalation Solution [Xopenex]
RXNORM:23744,dyclonine,23744,"Anesthetics, local|Other local anesthetics",,
RXNORM:2388,chlorophyll,2388,,,
RXNORM:2393,chloroquine,2393,Aminoquinolines,ANTIMALARIALS,chloroquine phosphate 250 MG Oral Tablet
RXNORM:2396,chlorothiazide,2396,"Thiazides, plain",THIAZIDES/RELATED DIURETICS,chlorothiazide 500 MG Injection [Diuril]
RXNORM:2400,chlorpheniramine,2400,Substituted alkylamines,"OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS|COLD REMEDIES,OTHER|ANTIHISTAMINE/ANTITUSSIVE|ANTIHISTAMINE/DECONGESTANT/EXPECTORANT|ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE/ANALGESIC|ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE|ANTIHISTAMINES,ALKYLAMINE|ANTIHISTAMINE/DECONGESTANT|ANTIHISTAMINE/ANTITUSSIVE/ANALGESIC",chlorpheniramine maleate 4 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
RXNORM:2403,chlorpromazine,2403,Phenothiazines with aliphatic side-chain,PHENOTHIAZINE/RELATED ANTIPSYCHOTICS,chlorpromazine hydrochloride 50 MG Oral Tablet
RXNORM:2404,chlorpropamide,2404,Sulfonylureas,"ORAL HYPOGLYCEMIC AGENTS,ORAL",chlorpropamide 250 MG Oral Tablet
RXNORM:2409,chlorthalidone,2409,"Sulfonamides, plain",ANTIHYPERTENSIVE COMBINATIONS|THIAZIDES/RELATED DIURETICS,atenolol 50 MG / chlorthalidone 25 MG Oral Tablet [Tenoretic]
RXNORM:2410,chlorzoxazone,2410,"Oxazol, thiazine, and triazine derivatives",SKELETAL MUSCLE RELAXANTS,chlorzoxazone 500 MG Oral Tablet [Parafon Forte DSC]
RXNORM:2418,cholecalciferol,2418,Vitamin D and analogues,"MULTIVITAMINS|VITAMIN D,OTHER|ANTIHYPOGLYCEMICS|HORMONES/SYNTHETICS/MODIFIERS,OTHER|FLUORIDE|MULTIVITAMINS WITH MINERALS|VITAMIN COMBINATIONS,OTHER",calcium carbonate 1250 MG / cholecalciferol 600 UNT Chewable Tablet
RXNORM:24460,ethanolamine oleate,24460,Sclerosing agents for local injection,SCLEROSING AGENTS,2 ML ethanolamine oleate 50 MG/ML Injection [Ethamolin]
RXNORM:2447,cholestyramine,2447,Bile acid sequestrants,ANTILIPEMIC AGENTS,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension [Prevalite]
RXNORM:2449,choline,2449,,NON-OPIOID ANALGESICS|HERBS/ALTERNATIVE THERAPIES,choline salicylate 440 MG / magnesium salicylate 544 MG Oral Tablet
RXNORM:24605,etodolac,24605,Acetic acid derivatives and related substances,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",24 HR etodolac 500 MG Extended Release Oral Tablet
RXNORM:24698,fludarabine,24698,Purine analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",fludarabine phosphate 10 MG Oral Tablet
RXNORM:2473,chondroitin,2473,"Other antiinflammatory and antirheumatic agents, non-steroids","OPHTHALMICS,OTHER|HERBS/ALTERNATIVE THERAPIES",1 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 17 MG/ML Prefilled Syringe [DisCoVisc]
RXNORM:24812,felbamate,24812,Other antiepileptics,ANTICONVULSANTS,felbamate 120 MG/ML Oral Suspension
RXNORM:24852,fenofibric acid,24852,,ANTILIPEMIC AGENTS,fenofibric acid 35 MG Oral Tablet [Fibricor]
RXNORM:24853,fenoldopam,24853,Adrenergic and dopaminergic agents,,
RXNORM:24909,iron sucrose,24909,"Iron trivalent, oral preparations",IRON,2.5 ML iron sucrose 20 MG/ML Injection [Venofer]
RXNORM:24912,ferric subsulfate,24912,,,
RXNORM:24941,ferrous fumarate,24941,"Iron bivalent, oral preparations|Iron in combination with folic acid","MULTIVITAMINS WITH MINERALS|CONTRACEPTIVES,SYSTEMIC|IRON",ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule
RXNORM:24942,ferrous gluconate,24942,"Iron bivalent, oral preparations",IRON,ferrous gluconate 240 MG Oral Tablet [Fergon]
RXNORM:24947,ferrous sulfate,24947,"Iron bivalent, oral preparations|Iron in combination with folic acid",MULTIVITAMINS WITH MINERALS|IRON,ferrous sulfate 75 MG/ML Oral Solution [Fer-in-Sol]
RXNORM:2496,chromium,2496,,,
RXNORM:25025,finasteride,25025,Testosterone-5-alpha reductase inhibitors|Other dermatologicals,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",finasteride 5 MG Oral Tablet
RXNORM:25033,cefixime,25033,Third-generation cephalosporins,CEPHALOSPORIN 3RD GENERATION,cefixime 40 MG/ML Oral Suspension [Suprax]
RXNORM:25037,cefdinir,25037,Third-generation cephalosporins,CEPHALOSPORIN 3RD GENERATION,cefdinir 50 MG/ML Oral Suspension
RXNORM:25120,flunisolide,25120,Glucocorticoids|Corticosteroids,"ANTI-INFLAMMATORIES,NASAL|ANTI-INFLAMMATORIES,INHALATION",100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler
RXNORM:25126,fluocinolone,25126,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC|ANTI-INFLAMMATORIES,TOPICAL OTIC|ANTI-INFLAMMATORY,TOPICAL|OPHTHALMICS,OTHER|DERMATOLOGICALS,TOPICAL OTHER",fluocinolone acetonide 0.18 MG Drug Implant [Yutiq]
RXNORM:25138,fluorescein,25138,Colouring agents,"OPHTHALMICS,OTHER",benoxinate hydrochloride 4 MG/ML / fluorescein sodium 3 MG/ML Ophthalmic Solution
RXNORM:25255,formoterol,25255,Selective beta-2-adrenoreceptor agonists,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION|ANTIASTHMA,OTHER",120 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler [Breztri]
RXNORM:253146,amphetamine/dextroamphetamine,253146,,,
RXNORM:253157,bee pollen,253157,,HERBS/ALTERNATIVE THERAPIES,bee pollen Pill
RXNORM:253161,collagen hemostat,253161,,ANTIHEMORRHAGICS,collagen hemostat 1000 MG Topical Powder
RXNORM:253174,hepatitis a,253174,,,
RXNORM:253182,"insulin, regular, human",253182,"Insulins and analogues for inhalation|Insulins and analogues for injection, long-acting|Insulins and analogues for injection, fast-acting|Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting|Insulins and analogues for injection, intermediate-acting",INSULIN,"3 ML insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Pen Injector [Humulin]"
RXNORM:253183,humulin u,253183,,,
RXNORM:253206,valerian,253206,,,
RXNORM:253337,bevacizumab,253337,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",16 ML bevacizumab-bvzr 25 MG/ML Injection [Zirabev]
RXNORM:2540,cilastatin,2540,,"BETA-LACTAMS ANTIMICROBIALS,OTHER",cilastatin 500 MG / imipenem 500 MG / relebactam 250 MG Injection [Recarbrio]
RXNORM:2541,cimetidine,2541,H2-receptor antagonists,HISTAMINE ANTAGONISTS,cimetidine 40 MG/ML Oral Solution
RXNORM:25483,gadoteridol,25483,Paramagnetic contrast media,,
RXNORM:25486,gadopentetate dimeglumine,25486,,,
RXNORM:2551,ciprofloxacin,2551,Fluoroquinolones|Antiinfectives,"ANTIBACTERIALS,TOPICAL OPHTHALMIC|ANTI-INFECTIVES,TOPICAL OTIC OTHER|QUINOLONES|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC|ANTIBACTERIALS,TOPICAL OTIC",24 HR ciprofloxacin 500 MG Extended Release Oral Tablet [Cipro]
RXNORM:25544,gallium nitrate,25544,,,
RXNORM:2555,cisplatin,2555,Platinum compounds,"ANTINEOPLASTIC,OTHER",cisplatin 1 MG/ML Injectable Solution
RXNORM:2556,citalopram,2556,Selective serotonin reuptake inhibitors,"ANTIDEPRESSANTS,OTHER",citalopram 40 MG/ML Oral Solution
RXNORM:2567,citrulline,2567,,,
RXNORM:2578,clemastine,2578,Antihistamines for topical use|Aminoalkyl ethers,"ANTIHISTAMINES,ETHANOLAMINE",clemastine fumarate 2.68 MG Oral Tablet
RXNORM:25789,glimepiride,25789,Sulfonylureas,"ORAL HYPOGLYCEMIC AGENTS,ORAL",glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact]
RXNORM:25806,calcium glubionate,25806,Calcium,,
RXNORM:2582,clindamycin,2582,Lincosamides|Antibiotics|Antiinfectives for treatment of acne,"ANTI-INFECTIVES,VAGINAL|ANTIACNE AGENTS,TOPICAL|LINCOMYCINS",clindamycin phosphate 0.012 MG/MG / tretinoin 0.00025 MG/MG Topical Gel [Veltin]
